X,Y,Name (ชื่อ),Description (คำอธิบาย),Problem (ปัญหา),Project (โครงการ),Solution (การแก้ไข),Type of Problem (ประเภทปัญหา),District (เขต),Status (สถานะดำเนินการ),ข้อมูลจาก,mapbox icon
100.526336,13.684168,159.ซอยสาธุประดิษฐ์ 58 แยก 10,• บริเวณที่เกิดน้ำท่วมขังอยู่ในซอยย่อยเป็นที่ส่วนนบุคคล,,,,,ยานนาวา,,สนข.,ocp_rain.svg
100.534732,13.6753,160.พระราม 3 ซอย 41,"• น้ำรอระบายลงถนนพระรามที่สาม
 • บริเวณที่เกิดน้ำท่วมขังอยู่ในซอยย่อยเป็นที่ส่วนบุคคล",,,,,ยานนาวา,,สนข.,ocp_rain.svg
100.536499,13.688988,161.ซอย สาธุประดิษฐ์ 45 แยก 3,"• น้ำรอระบายลงถนนสาธุประดิษฐ์
 • บริเวณที่เกิดน้ำท่วมขังอยู่ในซอยย่อยเป็นที่ส่วนบุคคล",,,,,ยานนาวา,,สนข.,ocp_rain.svg
100.535085,13.691904,162.ซอย สาธุประดิษฐ์ 39,"• น้ำรอระบายลงถนนสาธุประดิษฐ์
 • บริเวณที่เกิดน้ำท่วมขังอยู่ในซอยย่อยเป็นที่ส่วนบุคคล",,,,,ยานนาวา,,สนข.,ocp_rain.svg
100.535872,13.688143,163.ซอยสาธุประดิษฐ์ 45 แยก 5,"• น้ำรอระบายลงถนนสาธุประดิษฐ์
 • บริเวณที่เกิดน้ำท่วมขังอยู่ในซอยย่อยเป็นที่ส่วนบุคคล",,,,,ยานนาวา,,สนข.,ocp_rain.svg
100.625751,13.700279,164.ซอยปุณณวิถี 53 (หมู่บ้านเมืองทอง 4),ซอยปุณณวิถี 53 (หมู่บ้านเมืองทอง 4),"• ถนนหมู่บ้านเป็นพื้นที่ลุ่มต่ำ เป็นพื้นที่ส่วนบุคคล
• ท่อระบายน้ำภายในหมู่บ้านมีขนาดเล็ก ไม่เชื่อมเป็นระบบ",(อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,พระโขนง,,สนข.,ocp_rain.svg
100.533884,13.702124,165.ซอย สาธุประดิษฐ์ 15,น้ำรอระบายรับผลกระทบจากน้ำท่วมถนนสาธุประดิษฐ์,,"1.1 ยกผิวถนนในบริเวณที่ต่ำ ให้ไม่เป็นแอ่งกระทะ (สนข./ขาดงบประมาณ)
1.2 เพิ่มช่องรับน้ำให้น้ำลงระบบท่อได้อย่างรวดเร็ว (สนข./ขาดงบประมาณ)
1.3 ขยายขนาดท่อระบายน้ำเดิมให้ใหญ่ขึ้น เพื่อเพิ่มพื้นที่รับน้ำ (สนข./ขาดงบประมาณ)",,,ยานนาวา,,สนข.,ocp_rain.svg
100.60079,13.734042,166.ซอย ปรีดี พนมยงค์ 42,ซอย ปรีดี พนมยงค์ 42,1. การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ จะทำให้ในซอยลดระดับตาม,การปรับปรุง สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอก (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,วัฒนา,,สนข.,ocp_rain.svg
100.538957,13.691722,167.บริเวณซอยนนทรี 14 ช่วงกลางซอยถึงท้ายซอย,• เนื่องจากบริเวณดังกล่าวมีสภาพเป็นที่ลุ่มต่ำ ,,"1.1 สำนักงานเขตยานนาวาได้ของบประมาณประจำปี 2567 ในการวางท่อระบายน้ำผ่านที่เอกชนลงเขื่อนวัดคลองใหม่ (สนข./ขาดงบประมาณ)
1.2 ปรับปรุงผิวจราจรบริเวณที่สภาพเป็นที่ลุ่มต่ำ (สนข./ขาดงบประมาณ)",,,ยานนาวา,,สนข.,ocp_rain.svg
100.601605,13.747462,168.ซอย ปรีดี พนมยงค์ 41,• การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ,,การปรับปรุง สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอก (สนน. อยู่ระหว่างดำเนินการ),,,สวนหลวง,,สนข.,ocp_rain.svg
100.592781,13.729913,169.ซอย ปรีดี พนมยงค์ 31,ซอย ปรีดี พนมยงค์ 31,"1. การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ จะทำให้ในซอยลดระดับตาม
2. ภายในซอยผิวจราจรระดับต่ำ กว่าด้านนอก","1. สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
2. ปรับปรุงเสริมผิวจราจรตลอดทั้งซอย (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
3. โครงการก่อสร้างเขื่อนและปรับปรุงเขื่อนค.ส.ล.คลองแสนแสบจากบริเวณทางด่วนเฉลิมมหานคร ไปทาง ประตูระบายน้ำคลองตัน (งบประมาณ ปี 2567)",,,วัฒนา,,สนข.,ocp_rain.svg
100.591796,13.731701,170.ซอย ปรีดี พนมยงค์ 37,ซอย ปรีดี พนมยงค์ 37,1. การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ,"1. การปรับปรุง สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอก (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
2. โครงการก่อสร้างเขื่อนและปรับปรุงเขื่อนค.ส.ล.คลองแสนแสบจากบริเวณทางด่วนเฉลิมมหานคร ไปทาง ประตูระบายน้ำคลองตัน (งบประมาณ ปี 2567)",,,วัฒนา,,สนข.,ocp_rain.svg
100.593254,13.727014,171.ซอย ปรีดี พนมยงค์ 25,ซอย ปรีดี พนมยงค์ 25,การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ,1. สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,วัฒนา,,สนข.,ocp_rain.svg
100.600523,13.726032,172.ซอย ปรีดี พนมยงค์ 26,ซอย ปรีดี พนมยงค์ 26,"1. การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลด
2. ภายในซอยผิวจราจรระดับต่ำ กว่าด้านนอก","1. สร้างรางระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ 
2. ปรับปรุงเสริมผิวจราจรตลอดทั้งซอย ",,,วัฒนา,,สนข.,ocp_rain.svg
100.601353,13.72038,173.ซอย ปรีดี พนมยงค์ 14,ซอย ปรีดี พนมยงค์ 14,1. การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ,สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,วัฒนา,,สนข.,ocp_rain.svg
100.594214,13.71983,174.ซอย ปรีดี พนมยงค์ 13,• การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ,,สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ (สนน. อยู่ระหว่างดำเนินการปรับปรุง),,,วัฒนา,,สนข.,ocp_rain.svg
100.59584,13.721928,175.ถนน สุขุมวิท 71,ซอยสุขุมวิท 71 (ปรีดีพนมยงค์) ช่วงปากซอยปรีดีพนมยงค์ 12 ถึงปากซอยปรีดีพนมยงค์ 22 (สนน.ดูแล),เมื่อมีฝนตกเกิน 60 มม. ส่งผลให้มีน้ำเอ่อบนผิวจราจร 15 - 20 ซม. ยาวประมาณ 250 ม. ผิวจราจรมีลักษณะเป็นแอ่งช่วงปากซอยปรีดีพนมยงค์ 12 - 20 ,สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,วัฒนา,,สนข.,ocp_rain.svg
100.588841,13.72033,176.สุขุมวิท 65,สุขุมวิท 65,1. บริเวณกลางซอยบริเวณกลางซอยผิวจราจรระดับต่ำกว่าด้านนอก เป็นแอ่ง,1. พิจารณาสำรวจ ออกแบบ เพื่อปรับปรุงเสริมผิวจราจรช่วงกลางซอยให้มีระดับสูงขึ้น (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,วัฒนา,,สนข.,ocp_rain.svg
100.622683,13.66844,177.หมู่บ้านถาวรนิเวศน์ (ซอยบางนา-ตราด 14),"• เป็นซอยส่วนบุคคล 
 • บริเวณซอยดังกล่าวเป็นจุดต่ำกว่าถนนเทพรัตน และมีน้ำจากถนนเทพรัตนไหลเข้ามาสมทบภายในซอย 
 • ท่อระบายน้ำมีขนาดเล็ก เป็นรูปแบบท่อของเอกชนเดิม ไม่รองรับกับปริมาณน้ำที่ต้องระบายออกจากพื้นที่",,,,,บางนา,,สนข.,ocp_rain.svg
100.525972,13.707884,178.ซอย จันทน์ 18/7 แยก 1,1.รับผลกระทบจากน้ำท่วมถนนจันทน์ มีน้ำขัง สูง 18-20 ซม. ยาว 700 ม.,1. รับผลกระทบจากน้ำท่วมถนนจันทน์ มีน้ำขัง สูง 18-20 ซม. ยาว 700 ม.,"1.ยกผิวถนนในบริเวณที่ต่ำ ให้ไม่เป็นแอ่งกระทะ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
2.เพิ่มช่องรับน้ำให้น้ำลงระบบท่อได้อย่างรวดเร็ว (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
3.ขยายขนาดท่อระบายน้ำเดิมให้ใหญ่ขึ้น เพื่อเพิ่มพื้นที่รับน้ำ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)",,,สาทร,,สนข.,ocp_rain.svg
100.593442,13.735225,179.เอกมัย 22,เอกมัย 22,บริเวณท้ายซอยมีระดับต่ำ เป็นลักษณะแอ่ง,"1. พิจารณาสำรวจ ออกแบบ เพื่อปรับปรุงวางท่อระบายน้ำเพิ่มอีก 1 ฝั่ง และเสริมผิวจราจร (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
2. โครงการก่อสร้างเขื่อนและปรับปรุงเขื่อนค.ส.ล.คลองแสนแสบจากบริเวณทางด่วนเฉลิมมหานคร ไปทาง ประตูระบายน้ำคลองตัน (งบประมาณ ปี 2567)

",,,วัฒนา,,สนข.,ocp_rain.svg
100.593156,13.721756,180.ซอย ปรีดี พนมยงค์ 15,ซอย ปรีดี พนมยงค์ 15,การระบายน้ำภายในซอยจะระบายออกทางปากซอย ลงสู่แนวถนนสุขุมวิท 71 จะต้องรอให้ สนน. เร่งระบายน้ำ ให้ลดระดับ,สร้างร่องระบายน้ำเพื่อเพิ่มพื้นที่รับน้ำ และเร่งปรับปรุงบ่อสูบน้ำใต้สะพานคลองตัน และขุดลอกคลองบางมะเขือ (อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง),,,วัฒนา,,สนข.,ocp_rain.svg
100.582961,13.914163,181.ถนนประชาอุทิศ,"สภาพปัญหา 
 - ท่อระบำยน้ำมีขนาดเล็ก (Ø 0.80 เมตร) และมีท่อระบายน้ำหลักเพียงฝั่งเดียว
แนวทางแก้ไข 
 - ปรับปรุงถนนพร้อมท่อระบายน้ำขนาด Ø 1.20 ม. ทั้งสองฝั่ง",,,,,ดอนเมือง,,สนข.,ocp_rain.svg
100.566808,13.920435,182.ซอยวัดเวฬุวนาราม 30,"สภาพปัญหา 
 - ไม่ได้ปรับปรุงถนนพร้อมท่อระบายน้ำในซอยย่อย
แนวทางแก้ไข 
 - ปรับปรุงถนนพร้อมท่อระบายน้ำ ให้มีขนาด Ø 0.80 เมตร ในซอยย่อย",,,,,ดอนเมือง,,สนข.,ocp_rain.svg
100.582506,13.928097,183.คูนายกิม 3,"สภาพปัญหา 
 - ไม่ได้ขุดลอกเกิน 5 ปี
แนวทางแก้ไข 
 - ขุดลอกโดยการจ้างเหมาฯ ระยะทางประมาณ 2,260 เมตร",,,,,ดอนเมือง,,สนข.,ocp_rain.svg
100.60994,13.948678,184.ลำรางเลียบโรงเรียนพหลโยธิน,"สภาพปัญหา 
 - ไม่ได้ขุดลอกเกิน 5 ปี
แนวทางแก้ไข 
 - ขุดลอกโดยการจ้างเหมาฯ ระยะทางประมาณ 1,085 เมตร",,,,,ดอนเมือง,,สนข.,ocp_rain.svg
100.584857,13.915644,185.ถนนช่างอากาศอุทิศ,"มีหมู่บ้านและชุมชน 21 แห่ง
สภาพปัญหา
 -เกิดน้ำท่วมขัง 10-30 ซม. ตั้งแต่ ซ.ช่างอากาศอุทิศ 12 ถึงซอยช่างอากาศอุทิศ 20 ใช้เวลาระบายน้ำ 4-6 ชั่วโมง
 - ท่อระบายน้ำมีขนาด Ø 0.80 เมตร ซึ่งมีขนาดเล็กและไม่ต่อเนื่อง
- น้ำไหลย้อนจากคลองเปรมฯ เข้าสู่ะระบบระบายน้ำ",,"- ปรับปรุงถนนพร้อมท่อระบายน้ำให้มีขนาด  
Ø 1.50 ม. ที่บริเวณฝั่งซ้าย และ Ø 0.80 ม. บริเวณ
ฝั่งขวา และเสริมขอบบ่อพักท่อระบายน้ำ พร้อม
บ่อสูบ (สนข.อยู่ระหว่างงบประมาณปี 66 เพิ่มเติม
 53.889 ล้านบาท
-ติดตั้ง Flap Gate ป้องกันน้ำย้อนจากคลองเปรมประชากร 
-ล้างทำความสะอาดท่อระบายน้ำ",,,ดอนเมือง,,สนข.,ocp_rain.svg
100.56836,13.929667,186.ลำรางหน้าวัดพุทธสยาม,"สภาพปัญหา 
 - ไม่ได้ขุดลอกเกิน 5 ปี
แนวทางแก้ไข 
 - ขุดลอกโดยการจ้างเหมาฯ ระยะทางประมาณ 500 เมตร",,,,,ดอนเมือง,,สนข.,ocp_rain.svg
100.5674613,13.928726,187.ลำรางข้างหมู่บ้านเทพประทาน,"สภาพปัญหา 
 - ไม่ได้ขุดลอกเกิน 5 ปี
แนวทางแก้ไข 
 - ขุดลอกโดยการจ้างเหมาฯ ระยะทางประมาณ 75 เมตร",,,,,ดอนเมือง,,สนข.,ocp_rain.svg
100.555859,13.82483,188.ซอยวิภาวดีรังสิต 17,"สภาพปัญหา
 - น้ำท่วมขังประมาณ 10-15 ซม.
แนวทางแก้ไข 
 - ปรับปรุงท่อระบายน้ำเป็น box culvert ขนาด 1.00x1.00 เมตร ยาวประมาณ 690 เมตร",,,,,จตุจักร,,สนข.,ocp_rain.svg
100.577925,13.825873,189.ซอยรัชดาภิเษก 42,"สภาพปัญหา 
 - น้ำท่วมขังประมาณ 30 ซม. (ตลอดทัํงซอย)
แนวทางแก้ไข 
 - ปรับปรุงท่อระบายนํ้าและผิวจราจรในซอยรัชดาภิเษก 42 แยก 4 และ แยก 6 (เพิ่มเติม) ยาวประมาณ 1,100 เมตร",,,,,จตุจักร,,สนข.,ocp_rain.svg
100.577919,13.822215,190.ซอยรัชดาภิเษก 36,"สภาพปัญหา 
 - น้ำท่วมขังประมาณ 15-20 ซม. (ตลอดทัํงซอยหลักและซอยย่อย)
แนวทางแก้ไข 
 - ปรับปรุงบ่อสูบนํ้าซอยรัชดาภิเษก 36 แยก 9-3 (บ่อสูบเกิดพุ่ม) เป็นขนาด 3.00 ลบ.ม/วินาที (เดิมขนาด 0.20 ลบ.ม/วินาที)
 - ปรับปรุงท่อระบายนํ้าซอยรัชดาภิเษก 36 แยก 9-3 เป็น box culvert ขนาด 1.20 x 1.20 เมตร ยาวประมาณ 500 เมตร
 - ปรับปรุงบ่อสูบนํ้าซอยรัชดาภิเษก 36 แยก 9-3-4 (บ่อสูบพาร์ 3) เป็นขนาด 2.00 ลบ.ม/วินาที (เดิมขนาด 0.24 ลบ.ม/วินาที
 - ปรับปรุงท่อระบายนํ้าซอยรัชดาภิเษก 36 แยก 9-3-4 ขนาด Ø 1.00 เมตร ยาวประมาณ 760 เมตร
 - ปรับปรุงบ่อสูบนํ้าอาภาภิรมย์ ซอยรัชดาภิเษก 36 แยก 19 เป็นขนาด 4.50 ลบ.ม/วินาที (เดิมขนาด 2.00 ลบ.ม/วินาที)
 - ปรับปรุงท่อระบายนํ้าซอยรัชดาภิเษก 36 แยก 19 เป็น box culvert 1.20 x 1.20 เมตร ทัํง 2 ฝั่ง ยาวประมาณ 3,000 เมตร
- รื้อถอนประตูระบายน้ำคลองลาดพร้าว 56 จุดที่เป็นคอขวด เพื่อขยายความกว้างคลอง ให้มีความกว้างเพิ่มขึ้น เป็น 22 เมตร (โดยสนน. ดำเนินการชั่วคราวด้วยงบค่าใช้สอยปี 2566 และปรับปรุงถาวรใช้งบปี 2567)",,,,,จตุจักร,,สนข.,ocp_rain.svg
100.582154,13.859728,191.ซอยพหลโยธิน 49/1,"สภาพปัญหา
 - น้ำท่วมขังประมาณ 20 ซม. 
แนวทางแก้ไข
 - ปรับปรุงผิวจราจรจากถนนเลียบคลองบางเขนถึงคลองบางเขนยกระดับผิวจราจร 50 เซนติเมตร ยาวประมาณ 95 เมตร",,,,,หลักสี่,,สนข.,ocp_rain.svg
100.582884,13.85457,192.ซอยพลโยธิน 49,"สภาพปัญหา
 - น้ำท่วมขังประมาณ 20 ซม. (ตลอดทัํงซอย)
แนวทางแก้ไข
 - ปรับปรุงเพิ่มท่อระบายนํ้า ขนาด Ø 0.60 เมตร อีก 1 ฝั่ง ยาวประมาณ 530 เมตร พร้อมทัํงยกระดับผิวจราจร บริเวณท้ายซอย
 - ก่อสร้างบ่อสูบนํ้า (ท้ายซอยพหลโยธิน 49) ขนาด 0.50 ลบ.ม/วินาที",,,,,จตุจักร,,สนข.,ocp_rain.svg
100.590126,13.840789,193.ซอยพหลโยธิน 34,"สภาพปัญหา
 - น้ำท่วมขังประมาณ 15 ซม.
แนวทางแก้ไข
 - ก่อสร้างบ่อสูบนํ้าปลายซอยพหลโยธิน 34 แยก 11-2 ขนาด 4.00 ลบ.ม/วินาที เพื่อสูบนํ้า จากซอยพหลโยธิน 34 ออกสู่คลองลาดพร้าว
 - ปรับปรุงซอยพหลโยธิน 34 แยก 11-2 เพิ่มท่อระบายนํ้าเป็นขนาด box culvert ขนาด 2.10 x 2.10 เมตร (ช่วงท้ายซอย) และขนาด 1.50 x 1.50 เมตร (ช่วงต้นซอย) ยาวประมาณ 800 เมตร",,,,,จตุจักร,,สนข.,ocp_rain.svg
100.546892,13.831658,194.หมู่บ้านปูนซีเมนต์ไทย,"สภาพปัญหา
 - น้ำท่วมขังประมาณ 15 ซม.
แนวทางแก้ไข
 - ก่อสร้างบ่อสูบนํ้าปากซอยรัชดาภิเษก 52 ขนาด 2.00 ลบ.ม/วินาที เพื่อสูบนํ้าจากซอยรัชดาภิเษก 52 ออกสู่คูระบายนํ้า ข้างถนนรัชดาภิเษก
 - ปรับปรุงท่อระบายนํ้า ซอยรัชดาภิเษก 52 เป็นขนาด Ø 1.20 เมตร ยาวประมาณ 400 เมตร",,,,,จตุจักร,,สนข.,ocp_rain.svg
100.651657,13.875944,195.ถนนเทพรักษ์ช่วงระหว่างเวนคืนที่ดนิ ซอยครูเพี้ยน,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ยังไม่มีโครงการรองรับ",,,,,บางเขน,,สนข.,ocp_rain.svg
100.596164,13.875668,196.วงเวียนบางเขน,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 15 - 20 ซม.
แนวทางการแก้ไข
1.1 ขุดลอกรางอ้อ-รางแก้ว 
1.2 แก้มลิงววงเวียนบางเขนรองรับน้ำได้ปริมาณ 6,000 ลบ.ม.",,,,,บางเขน,,สนข.,ocp_rain.svg
100.605681,13.890468,197.ถนนเทพรักษ์ตัดกับถนนพหลโยธิน,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ขุดลอกล้ารางหมู่บ้านอนันต์สุขสุนต์ รุ่นที่ 18
 - ขุดลอกล้ารางหมู่บ้านเพชรสยาม
 - ปรับปรุงซอยเทพรักษ์ 46
 - ก่อสร้างสถานีสูบน้้าพร้อมเขื่อนคลองล้าผักชี (ตลาดยิ่งเจริญ)
 - ติดตั้งประตูท่อ2 จุด (ลงคลองล้าผักชี)
 - สนน.ติดตั้ง Flap Gate ปลายท่อถนนพหลโยธินก่อนลงคลองล้าผักชี",,,,,บางเขน,,สนข.,ocp_rain.svg
100.644699,13.869703,198.ถนนวัชรพล,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - สนน.พิจารณาลอกท่อระบายน้้า
 - ปรับปรุงผิวจราจร/ทางเท้า/ฝาท่อระบายน้้า
 - ติดตั้งประตูท่อพร้อมบ่อสูบน้้า2 จุด (ลงคลองหนองจอก)
 - ติดตั้งประตูท่อ 2 จุด (หน้า รร.รัตนโกสินทร์)",,,,,บางเขน,,สนข.,ocp_rain.svg
100.64667,13.867528,199.ถนนสุขาภิบาล 5 ถึงแยกวัชรพล,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ปรับปรุงซอยสุขาภิบาล 5 ซอย 5 แยก 4 (งบฯ 4,255,000 บาท)
 - ปรับปรุงซอยสุขาภิบาล 5 ซอย 5 แยก 20 (งบฯ 7,227,000 บาท)
 - ปรับปรุงซอยสุขาภิบาล 5 ซอย 5 (จามจุรี) (งบฯ 15,120,000 บาท)
 - ปรับปรุงซอยสุขาภิบาล 5 แยก 23
 - ปรับปรุงซอยสุขาภิบาล 5 แยก 15
 - ปรับปรุงซอยสุขาภิบาล 5 ซอย 5 แยก 22-1
 - ปรับปรุงซอยคุณพ่อลบนาคอุลัย
 - ปรับปรุงซอยสุขาภิบาล 5 ซอย 5 แยก 16
 - ปรับปรุงซอยสุขาภิบาล 5 ซอย 5 แยก 12
 - ขุดลอกคลองกุ่มแดง จากคลองหนองบัวบาน ถึงคลองจระเข้ (งบฯ 1,777,000 บาท)
 - ขุดลอกคลองบัว (งบฯ 4,000,000 บาท)
 - ปรับปรุงท่อระบายน้้าและยกผิวจราจร
 - ติดตั้งประตูท่อ 4 จุด (ลงคลองบัว)",,,,,บางเขน,,สนข.,ocp_rain.svg
100.605952,13.870814,200.ซอยรามอินทรา 5,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ปรับปรุงซอยรามอินทรา 5 แยก 27 (งบฯ 1,596,000 บาท)
 - ปรับปรุงซอยรามอินทรา 5 แยก 3 (หมู่บ้านเธียรสวน แยก 1 ช่วงปลาย) (งบฯ 7,939,000 บาท)
 - ปรับปรุงซอยรามอินทรา 5 แยก 22
 - ปรับปรุงซอยรามอินทรา 5 แยก 26
 - งบประมาณขุดลอกคลองรางอ้อ-รางแก้ว (งบฯ 3,000,000 บาท)
 - ขุดลอกล้ารางข้างหมู่บ้านไปรษณีย์นิเวศน์ (งบฯ 1,200,000 บาท)
 - ก่อสร้างเขื่อนคลองรางอ้อ-รางแก้ว
 - ก่อสร้างบ่อสูบแก้มลิงบึงเธียรสวน",,,,,บางเขน,,สนข.,ocp_rain.svg
100.618508,13.869292,201.ซอยรามอินทรา 19,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - สนข.ขุดลอกไผ่เขียว (อยู่ระหว่างด้าเนินการ)(งบฯ 1,701,000 บาท)
 - ขุดลอกล้ารางแยกคลองกระเฉด (งบฯ 500,000 บาท)
 - ปรับปรุงซอยพหลโยธิน 48 แยก 47
 - ปรับปรุงท่อระบายน้้าและยกผิวจราจร ซ.รามอินทรา19 (งบฯ 15,000,000 บาท)",,,,,บางเขน,,สนข.,ocp_rain.svg
100.619993,13.868711,202.ซอยรามอินทรา 21,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ปรับปรุงซอยรามอินทรา 21 ซอย 1
 - ขุดลอกล้ารางข้างโรงงานท่อซีซีเอ็ม
 - ติดตั้งบ่อสูบและประตูท่อพร้อมติดตั้งเครื่องสูบไฟฟ้า ซอยรามอินทรา 21 (งบฯ 5,000,000 บาท)",,,,,บางเขน,,สนข.,ocp_rain.svg
100.625216,13.864924,203.ซอยรามอินทรา 31,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - - ก่อสร้างเขื่อนและสถานีสูบน้้าคลองไผ่เขียว (อยู่ระหว่างด้าเนินการ) (งบฯ 101,764,000 บาท)",,,,,บางเขน,,สนข.,ocp_rain.svg
100.621003,13.867362,204.ซอยรามอินทรา 23,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ปรับปรุงซอยรามอินทรา 23 แยก 4 (งบฯ 1,695,000 บาท)
 - ปรับปรุงซอยรามอินทรา 23 แยก 20",,,,,บางเขน,,สนข.,ocp_rain.svg
100.627253,13.86276,205.ซอยรามอินทรา 39,"สภาพปัญหา
 - น้้าท่วมขังผิวจราจร สูงประมาณ 20 - 30 ซม.
แนวทางแก้ไข
 - ปรับปรุงซอยรามอินทรา 39 เชื่อมถนนสุขาภิบาล 5 (งบฯ 3,068,000 บาท)
 - ปรับปรุงท่อระบายน้้าและยกผิวจราจร ซ.รามอินทรา 39 (งบฯ 30,688,000 บาท)",,,,,บางเขน,,สนข.,ocp_rain.svg
